,no2
681124,8.2
942559,30.4
117745,10.9
700321,40.5
992412,26.8
98894,35.2
434777,5.8
1028171,46.7
188086,4.8
10971,1.9
1023932,11.1
1041822,10.4
523696,5.9
266173,28.4
998544,12.8
590420,11.9
852464,11.8
900306,33.7
2511,8.2
425001,21.1
940585,34.1
33174,3.0
172707,26.2
15120,10.6
930688,19.0
658121,19.5
358589,34.9
973511,16.3
418264,10.0
277433,28.1
409050,23.2
905728,2.7
709383,27.2
499509,8.2
516040,32.7
724965,4.8
988580,14.8
414236,14.4
743674,4.4
533887,39.5
786944,17.2
51787,30.0
762082,9.2
445737,12.3
741084,15.8
953530,14.7
1021492,13.7
27198,10.4
731393,5.7
173789,29.3
386744,25.8
696651,30.6
388121,14.8
123879,22.0
284586,8.5
351051,23.2
97118,5.0
538723,42.6
398228,31.8
1000116,10.3
635086,18.1
519461,3.8
963981,33.0
1041030,39.0
51927,21.0
696676,18.4
805492,17.3
892895,23.8
405786,29.1
669553,12.5
921906,26.4
95036,16.0
18990,1.4
673677,8.8
184870,22.0
800569,13.2
715334,11.5
178417,41.3
546605,21.0
436254,12.1
899449,20.9
400105,15.3
55888,18.0
62697,37.0
911818,3.7
613419,12.7
27072,13.4
753605,8.2
843125,6.9
606002,5.3
506108,0.8
104750,45.2
374426,3.4
642735,22.6
364213,17.7
18918,1.4
771557,23.0
235182,8.2
892105,21.0
827510,18.3
652520,9.5
398697,18.1
678989,5.6
215106,20.3
377976,3.7
562944,14.3
363630,5.6
449488,14.3
685880,19.6
503932,5.0
491227,3.7
143009,23.6
272688,30.2
514187,14.9
16335,5.3
826102,6.1
975564,41.7
182255,14.0
280822,13.2
746093,21.0
165743,25.7
530933,28.2
808662,13.5
612069,1.6
183122,22.4
683850,2.6
260770,10.3
820706,10.0
825232,14.2
43091,42.0
268250,32.2
229555,10.0
373956,18.1
188066,3.4
793115,15.0
968929,15.0
806151,22.3
328152,39.0
46294,29.0
938925,13.5
425142,4.4
946204,3.6
843600,7.0
343109,35.6
90696,35.0
437705,7.5
972097,17.2
167529,36.4
591592,11.5
872159,43.0
714326,5.9
644406,43.2
79668,32.0
73007,6.0
442762,11.1
532875,12.2
568821,10.7
421836,12.7
793296,18.0
766941,10.0
280274,9.7
542622,18.2
448530,9.0
545592,5.1
470432,29.2
995529,9.1
13554,2.0
1089,1.0
546252,0.3
723204,12.4
622930,40.0
763561,17.0
629576,6.6
983092,29.9
147928,14.4
781771,47.0
520417,27.3
807096,14.1
966832,12.1
7740,5.0
864936,10.2
869787,17.9
445573,11.2
237954,1.9
122249,5.8
197882,6.1
53567,31.0
40154,28.0
459096,38.3
610069,19.9
880126,18.5
650155,3.0
563238,2.9
734254,22.2
905942,6.3
341058,33.9
735054,6.8
902132,18.6
810448,38.0
442033,12.0
754319,38.1
457873,41.9
320994,6.3
466390,15.4
156442,12.6
238770,31.2
697155,12.6
686187,15.7
143323,22.1
779864,31.0
778921,4.0
437958,6.5
488815,29.2
874881,42.6
99946,40.9
892454,27.3
544331,15.7
797779,12.0
462875,7.9
433267,13.1
1014590,17.7
755101,31.5
762975,11.8
765109,12.1
964100,44.1
370737,8.5
25434,5.8
8361,3.7
613890,13.5
902544,25.7
871075,6.7
1013787,5.7
472780,21.2
274051,29.8
601237,10.9
161569,58.6
614399,10.5
152805,14.7
591142,19.6
8856,2.7
288693,33.2
875628,49.3
187931,9.0
615046,10.5
759511,19.7
667063,8.1
472043,33.0
678666,9.2
978224,8.0
1017296,15.8
788548,47.0
734655,8.8
942953,11.0
1001171,51.2
225742,45.4
788296,42.0
1026507,15.8
940865,8.1
577307,26.0
410805,17.2
500109,3.3
22248,0.5
217082,10.4
575532,19.5
194623,20.6
44232,21.0
996193,23.1
215797,25.0
668664,6.7
203848,32.1
1009132,11.3
709843,5.6
455827,19.6
147600,22.6
510005,23.7
693164,60.3
794881,4.5
877804,11.6
110615,22.1
409967,18.2
383529,15.9
939217,26.1
756794,38.0
1010610,14.8
586455,5.9
1023000,3.5
818828,17.8
587123,40.3
418916,44.5
75230,4.0
509110,44.2
750989,33.6
85147,30.0
135295,26.5
189874,3.3
493958,4.4
446960,5.7
562460,22.6
1013969,12.0
808696,5.5
648545,25.2
107150,16.8
829155,20.8
533681,12.7
159956,28.8
219005,18.6
453275,25.7
388104,11.4
745827,11.4
97565,35.7
832276,46.6
462871,20.5
789452,31.3
47157,35.0
161540,56.9
897444,15.2
1037981,15.2
540504,8.9
794452,5.9
378561,10.5
892580,31.5
545858,31.1
538685,34.2
456367,18.5
563779,9.7
175675,8.5
550422,28.5
1046774,17.2
764115,6.0
35370,0.1
607949,10.0
947419,9.1
269235,7.5
1027973,23.0
167352,3.5
1019933,37.2
562377,8.7
147436,5.7
225386,20.5
347906,32.9
91452,51.0
206568,27.7
701490,12.9
285869,41.8
122320,32.2
4590,9.6
75479,11.0
200349,13.4
571222,23.4
339006,43.3
795801,23.2
713817,25.2
688510,5.8
741398,20.4
531883,37.3
438506,3.0
414059,8.6
324209,35.1
280717,26.7
35838,0.4
462451,9.2
992509,41.9
634897,7.6
252656,10.0
16281,8.2
612460,21.5
504277,8.7
706929,6.8
445784,11.5
909122,16.5
517866,11.8
382100,13.2
701662,15.8
354863,1.1
930371,14.1
964494,5.7
93631,34.0
886912,6.6
477982,34.5
786406,24.0
234534,16.4
460842,32.1
12519,0.6
565901,12.6
847044,11.9
114434,22.4
488764,35.6
984858,5.1
891189,8.7
938594,31.9
1037088,11.1
567893,15.6
180988,59.4
249283,10.6
627187,16.0
1017339,6.5
831709,7.1
632218,13.0
309831,32.6
752933,25.6
27306,5.4
31716,0.4
930396,12.3
330031,5.7
425682,4.1
843793,11.0
4005,1.5
882065,13.4
547801,30.8
714993,35.1
633117,31.6
273187,14.0
189891,14.5
1023580,22.0
967293,11.8
765710,28.0
272327,8.3
498175,5.4
937307,4.4
759088,38.1
346490,8.2
962910,4.0
12303,1.0
884520,6.5
250841,8.7
620092,27.1
808016,23.9
434423,6.9
544148,28.1
20790,15.8
1046483,11.2
501735,3.5
767915,11.0
1027011,6.9
658576,31.2
56744,4.0
1023898,3.1
785158,12.0
7839,1.8
147452,4.7
321363,19.9
480476,9.7
467629,26.0
234026,38.8
99217,25.0
728636,11.1
886172,10.6
164884,32.7
442285,23.2
1033160,40.6
448689,9.7
523877,9.2
677477,17.6
492916,4.6
48033,15.0
11520,6.8
875561,4.2
142833,14.6
526315,4.0
764198,4.8
270415,19.7
1044801,41.9
25650,3.8
745029,11.1
528957,14.8
949591,5.6
945734,5.3
1038654,11.1
4518,23.7
1013935,31.5
180661,77.6
891664,12.0
114962,9.5
617219,14.0
509456,16.5
834900,10.5
351713,4.9
424034,32.1
170619,4.8
1045485,49.8
400617,34.4
865323,14.5
968099,18.1
192228,3.0
327275,23.2
299017,9.7
184789,33.3
301511,7.3
478154,34.2
178117,15.1
404897,24.0
890076,8.3
707010,3.4
821138,3.9
242681,8.1
474379,22.7
754261,22.7
111978,25.6
1040141,26.8
488659,24.9
300299,23.6
37605,35.0
971339,6.7
348512,30.0
120678,7.0
933730,7.6
654416,47.1
149318,11.9
924275,3.6
636135,20.7
926427,6.0
181387,9.1
808142,24.7
185295,12.9
666447,16.2
818639,9.7
808574,26.2
487351,12.6
213373,21.3
924707,3.6
814842,4.2
311413,10.4
770805,15.0
116156,26.2
57272,15.0
945277,34.1
482586,13.2
761474,8.7
150067,38.8
501462,12.4
449730,36.8
1015604,36.1
517653,6.4
119127,3.8
673635,10.5
673673,13.9
372727,19.4
809578,14.5
697827,18.2
14706,7.0
949307,30.6
428961,16.1
333033,11.5
165267,22.5
177241,41.7
641097,5.6
128854,1.8
859835,23.1
563667,10.9
219286,24.8
817942,6.7
723309,2.9
527956,28.3
212371,26.9
837672,3.7
376877,20.2
469946,17.7
544768,7.0
255440,20.0
356904,21.2
447015,26.2
246219,18.0
728505,34.8
1044742,18.4
218090,15.8
68560,2.0
980569,2.4
615038,7.8
65943,19.0
412348,27.0
388649,26.9
999740,22.6
586581,5.9
1021632,16.2
353971,35.3
746490,27.7
638069,6.1
258055,11.5
89731,33.0
818324,7.0
21114,9.9
142808,4.7
908618,9.3
318680,3.8
840178,17.9
1692,2.0
718743,15.4
596245,16.1
742554,5.7
677683,20.9
643333,17.6
872814,5.0
486071,21.0
697117,15.3
266332,41.4
358654,40.6
571970,11.6
694118,29.9
296995,15.5
909714,2.2
160282,17.8
551053,23.3
1035893,22.8
135815,9.6
295795,17.9
68302,27.0
398772,25.0
347201,13.6
267406,19.6
145205,9.9
537022,34.0
907513,8.7
780465,10.0
504862,14.4
382349,8.9
194099,17.0
761728,11.9
782649,11.0
1045118,8.7
37002,1.1
149857,47.3
764060,13.7
688949,23.8
256077,9.1
580568,16.3
815472,7.6
816572,13.0
830521,38.9
1018900,24.5
310093,8.2
798972,6.0
1035,1.0
911793,11.6
970052,23.3
379744,18.1
626241,15.0
581237,57.2
144185,8.3
149677,49.8
957104,9.3
34434,2.0
692627,10.6
447858,10.2
432900,16.4
161510,38.3
644742,7.5
1005615,10.4
171143,4.9
764551,9.4
941441,16.6
653225,36.8
344997,35.8
562545,15.7
45817,26.0
785889,19.0
1038323,26.3
250682,21.1
295321,16.8
279124,17.9
903052,21.5
37866,14.0
735680,3.7
1046815,4.9
387197,3.5
63221,18.0
883146,13.6
186389,25.8
932299,4.7
184350,4.7
19728,15.1
963160,25.8
415308,41.0
584124,17.0
330903,6.6
354701,18.2
345855,26.1
318190,35.9
762481,8.0
235687,1.7
422405,36.2
355001,17.1
793140,16.6
612599,17.3
302660,13.4
192697,2.9
894306,20.9
330298,28.9
860751,7.0
450135,16.1
834269,23.9
633379,13.0
36708,4.9
978797,1.1
736218,16.6
79831,32.0
646601,11.4
554278,19.0
819458,13.4
906039,37.6
16596,1.6
1004951,18.7
957176,12.7
594161,10.5
195513,15.8
682653,20.7
608065,26.4
1014446,23.4
11691,17.2
1021967,6.3
406687,28.6
312424,13.1
598602,15.9
164940,23.8
1045596,11.7
12699,1.8
719545,7.2
3708,1.6
245448,12.7
545773,33.9
109749,9.6
1016288,29.7
667546,5.6
887227,33.3
637244,33.3
269282,10.3
925894,3.2
424505,19.5
157446,30.7
760049,33.2
144510,18.2
409829,39.9
764681,34.5
802077,11.0
1016657,11.4
150499,7.6
468969,19.3
588798,38.1
213062,16.4
423122,37.3
313819,13.5
1039666,6.0
806655,21.1
651167,7.3
476469,17.9
486986,17.6
404871,18.6
635254,18.2
546916,3.5
433073,2.5
690049,37.9
784276,8.0
113147,21.3
901280,24.6
717708,21.8
496857,6.7
917278,21.8
932371,4.9
316925,7.6
566717,6.8
505583,6.1
180523,44.6
364547,9.4
508964,39.0
134415,10.0
103068,39.7
237413,15.6
44298,40.0
424728,45.5
732920,35.4
771561,45.0
36810,4.9
855929,6.3
955059,3.5
181055,45.6
656933,5.7
764357,0.8
2304,9.0
896457,25.1
718772,25.0
732179,3.2
84504,10.0
181215,23.4
442240,12.6
871466,31.6
458329,24.5
453052,19.1
104020,7.0
56592,12.0
971762,26.8
304250,15.7
243737,10.2
868048,7.1
760957,8.1
791435,4.0
509788,24.6
226228,25.7
88967,22.0
512079,9.5
1032364,3.5
1009364,11.3
165177,24.1
982415,0.9
561407,8.1
975424,23.4
530195,13.6
552343,15.3
34767,5.8
1039772,4.8
296622,12.0
976178,8.5
982491,16.0
911386,7.7
118840,11.1
420635,9.9
325411,5.7
788825,7.4
438151,21.4
3735,2.1
578918,11.7
100051,37.5
663140,26.5
764670,16.5
645144,40.1
455878,18.5
372694,9.4
215862,27.9
245551,2.8
275219,18.8
884343,21.5
912007,2.4
29421,11.4
218758,2.7
128769,7.0
442939,14.1
301003,41.2
838918,39.7
446783,6.6
200294,3.5
15966,5.0
949447,6.2
1035029,28.3
551675,13.2
158397,41.5
961344,17.9
867485,13.0
176783,11.6
24381,6.6
342592,21.2
659869,48.7
812552,10.2
665509,0.6
453891,23.4
984404,2.6
803404,14.4
912394,13.6
5148,7.2
538698,31.3
156116,18.7
723493,7.3
889727,3.1
51208,14.0
340500,11.6
265439,17.1
709093,18.7
87142,32.0
474883,16.6
658231,16.7
1021301,9.2
569690,29.6
533715,15.5
998781,36.0
756483,17.2
141237,33.6
195509,21.1
83851,33.0
423639,2.6
372036,4.0
39656,49.0
14841,8.3
769292,19.0
951249,14.3
160333,32.8
587459,26.5
477231,20.8
635791,26.7
710123,28.5
518508,8.9
996520,16.3
106120,32.1
1044804,9.5
126949,15.0
266635,24.9
958422,3.9
745705,12.5
695733,13.5
450328,18.9
556183,1.7
40871,12.0
204953,16.3
175822,9.0
952748,46.4
762725,14.1
763469,11.9
981052,3.1
655038,3.3
65092,23.0
397716,19.3
189419,19.2
1004699,6.8
151818,33.1
71687,8.0
359190,14.9
1011398,14.8
863659,7.0
449398,29.7
121427,18.0
574973,21.7
123325,8.4
1044411,40.8
189582,17.7
639529,24.7
724396,16.9
823457,5.6
773980,5.0
655995,19.3
658800,14.2
571537,11.5
276901,15.8
723179,9.0
115280,37.0
451867,19.0
165055,31.8
818614,21.2
740514,11.5
164519,9.6
494785,12.0
5400,21.1
496989,3.7
1008363,4.1
207673,9.7
341912,9.3
264138,50.9
1025842,2.8
400630,33.4
531858,13.9
179264,7.9
323479,3.1
122144,19.4
286801,18.6
973867,5.8
334102,45.9
73719,14.0
399385,15.2
370708,10.7
983614,9.2
239401,2.0
77494,15.0
111060,49.0
458935,26.8
906698,9.7
623983,7.5
83318,7.0
477175,21.8
3825,14.3
484050,18.2
47509,21.0
939692,26.8
740906,23.1
163606,24.1
392184,19.7
698478,8.9
599102,16.0
578626,15.8
481858,29.7
346069,27.7
851223,26.5
571303,10.2
552040,29.6
806504,29.8
132107,9.7
8505,28.8
709026,25.8
649991,3.5
150123,46.2
266999,4.8
613496,8.9
958227,6.7
603829,31.7
979518,10.0
456228,23.2
297,8.0
919357,4.0
408388,20.3
660010,39.9
155466,21.9
776392,36.0
857983,21.3
878333,26.7
951503,24.8
120927,9.7
611290,12.5
838365,5.4
644289,36.3
736707,2.8
595953,22.1
632662,27.0
33543,17.0
494979,28.1
578250,15.9
1179,5.0
39913,25.0
606645,19.8
68551,22.0
480980,11.0
18288,16.8
504,4.0
11574,10.9
738117,9.8
895671,37.8
959900,7.4
948731,20.2
106162,38.0
752615,23.0
776300,22.0
10494,1.7
999614,15.6
81695,45.0
302735,30.2
24921,3.0
10512,6.4
590605,13.8
13509,27.1
114842,12.3
568404,25.1
585295,16.6
551155,9.7
959756,10.0
344812,51.1
680367,17.3
939251,2.5
125201,2.7
138415,4.3
925182,17.8
24786,3.2
263143,10.3
512981,19.9
341384,8.8
1046390,26.8
702007,21.3
820609,11.1
303188,15.8
32391,16.4
112150,27.3
278424,35.0
538059,31.7
966260,26.8
244406,2.7
222921,18.6
406788,11.8
1003212,1.9
1019231,34.1
141781,23.6
77286,21.0
31752,1.4
937036,29.3
353236,11.4
986966,0.5
354843,10.3
978055,23.4
74973,9.0
917080,12.9
661628,9.8
943826,26.9
929867,2.3
771901,9.0
600081,19.5
735856,13.6
422936,41.0
1046288,5.4
374709,3.8
784789,14.0
245163,9.8
175985,5.5
411602,35.4
1044920,17.4
406184,22.0
596621,54.6
799855,9.3
433621,11.7
834055,12.9
6759,2.4
755699,9.7
1010923,34.8
12033,1.8
880587,7.3
176898,22.0
285446,9.8
15993,4.3
426221,17.5
463545,31.4
586426,6.5
302530,37.1
879433,24.0
549856,6.4
860247,7.2
133359,1.6
538575,41.4
147469,6.0
982309,16.8
618654,13.8
707075,8.6
188261,13.5
61675,7.0
682636,15.4
79758,20.0
1046907,22.3
1033423,19.3
973824,11.4
1023004,13.4
605125,11.1
17181,9.8
340324,17.6
635766,7.1
848709,35.1
239619,8.5
436263,10.1
210446,17.2
610904,2.4
1008064,8.9
735008,6.4
1030548,5.5
611299,6.8
1046807,4.8
63556,10.0
306197,11.6
708496,20.4
743293,26.3
694291,7.3
971229,17.8
176219,18.4
943754,28.6
36837,17.5
11430,9.4
486358,8.1
892798,16.9
153460,30.8
260603,8.8
373898,13.2
332770,14.6
256532,7.5
603517,34.0
279521,29.2
79325,23.0
723224,14.5
501854,6.4
618965,1.7
970365,5.4
598963,30.3
954906,20.9
307043,35.8
503764,3.3
1044444,9.9
442594,17.4
941081,0.6
1011076,3.1
1021848,9.5
964240,7.3
475555,26.9
974299,8.3
447965,4.1
720538,4.4
908861,3.5
443444,23.3
663514,32.5
676319,15.0
1021924,16.5
236781,3.7
188758,6.9
648978,24.9
283997,18.9
192648,6.1
106615,10.4
102870,24.9
392331,22.0
359641,13.7
596755,6.7
376548,1.3
760577,12.7
556204,1.2
229613,30.0
1047297,4.9
649651,12.0
812615,17.4
3807,10.5
970700,14.6
21735,6.1
171374,31.9
871781,36.1
583412,5.2
645095,39.1
109820,9.5
100937,27.2
976851,29.8
477318,18.0
208929,24.2
764698,19.6
870257,12.3
588146,15.2
81554,66.0
457461,41.9
803980,10.7
624081,3.9
924212,6.0
252812,24.2
65055,4.0
447331,10.4
62031,9.0
426066,42.8
1010428,2.7
539849,6.4
592449,36.8
526302,23.9
1003115,9.7
64306,3.0
431121,14.2
748343,19.4
1013668,9.7
733084,20.0
490501,3.7
1017343,24.5
749141,34.1
617632,1.8
209905,6.3
172891,35.0
624809,11.0
973833,5.3
719886,2.5
459020,19.9
383669,20.6
866709,8.2
132058,19.0
497051,5.6
1962,6.0
491491,9.5
633847,28.1
123200,18.4
70665,10.0
254276,8.1
159419,66.1
1014644,25.1
830113,26.5
345773,21.3
132303,1.1
206688,48.2
302521,41.5
362697,45.9
619773,13.2
951026,17.7
605404,19.3
813279,8.6
281523,22.6
336320,16.8
576457,17.1
36,6.0
635073,11.2
461122,32.8
991559,5.1
552670,9.6
887009,8.8
721662,15.8
229216,27.5
662481,28.1
515077,26.0
590150,31.7
262920,10.9
263216,7.7
121897,8.7
1007635,4.4
90452,29.0
447845,1.7
994609,20.8
114982,15.0
1006333,2.9
296311,7.1
180296,18.0
373114,14.9
76351,20.0
625010,7.7
959434,4.4
981526,24.0
67856,10.0
458514,27.8
173818,28.0
21159,17.5
460640,24.8
954342,13.2
762989,6.2
960048,27.4
417799,13.2
515901,23.6
1017267,3.1
136319,5.7
760919,26.2
582231,41.6
59932,5.0
727234,18.3
708916,9.9
76230,19.0
602860,16.2
977574,19.8
114572,6.8
172818,21.0
74260,20.0
511832,6.2
324430,20.2
321063,3.5
617091,11.8
895759,17.3
980742,19.9
834273,43.6
218849,31.6
972914,44.6
146610,29.4
139800,13.4
243728,13.8
268397,42.3
188938,12.5
754299,42.3
1042092,8.0
540193,23.4
229362,21.9
349269,28.6
339010,56.0
953737,10.5
495771,49.4
366217,18.4
11349,12.3
945367,2.4
674130,13.8
954169,7.8
937388,15.4
849389,13.9
681187,13.0
481643,30.1
783430,9.0
151691,11.5
830243,19.9
509624,31.3
767726,40.0
891979,17.5
616383,11.0
439917,16.1
791687,4.3
527783,32.9
60383,14.0
930290,3.0
711346,5.5
768662,36.0
1006400,11.0
77924,38.0
122471,25.0
608073,27.9
314879,16.4
78403,6.0
593440,4.5
870450,3.9
239947,7.0
530465,21.8
762051,15.4
438873,1.1
775140,7.0
899230,37.8
733272,23.3
9171,13.4
891693,7.6
248931,13.8
788762,6.6
1032809,4.8
416142,3.2
639325,27.6
700322,17.9
856811,8.4
465335,4.5
245248,2.2
1009873,18.8
928800,38.5
344456,8.9
444524,13.9
18216,3.5
288459,22.9
1020912,15.6
578348,27.0
7695,1.2
873995,18.7
1023389,16.8
969980,8.7
254100,6.8
910193,15.2
1027829,10.7
868930,4.6
442639,18.6
53707,23.0
763355,8.5
364175,24.1
822386,15.6
492118,22.8
251030,15.0
451199,14.0
930803,19.5
384251,35.3
893021,20.7
438005,22.9
527628,10.2
67357,24.0
1019332,8.5
423782,9.2
472327,29.6
1001027,17.8
839040,5.4
720690,4.8
377196,36.1
91620,37.0
220484,39.5
671331,1.2
467751,1.8
792,10.0
208272,34.9
204552,16.0
940297,46.2
49816,13.0
916222,17.2
334547,2.6
772657,7.0
172551,3.9
403886,9.4
737426,12.9
339580,28.2
744151,27.0
587396,19.5
767755,46.0
716630,23.3
277895,31.6
1045305,35.7
94847,22.1
461631,40.9
371196,1.7
777182,11.0
250420,5.7
632348,12.2
761272,24.1
271837,16.1
774674,10.0
626042,27.0
144552,17.5
342440,10.2
871374,32.3
719735,14.5
305442,3.5
335146,28.0
1028434,6.7
845285,7.3
255549,12.8
943448,31.8
747675,18.7
474298,34.5
768948,5.0
623412,6.2
375200,6.6
58927,48.0
766945,29.0
316414,26.1
844954,9.9
763636,20.9
908328,5.4
484508,8.8
983677,4.9
340559,23.6
594580,0.5
915781,11.6
19611,6.2
152352,22.5
591490,13.7
980823,2.0
653179,18.8
15282,5.6
921780,4.7
428410,35.7
774703,10.0
323635,9.5
2151,13.0
303045,27.6
568597,16.5
456350,12.6
761659,7.4
459943,40.2
479322,16.7
941882,15.0
277392,32.7
26001,0.4
773703,21.0
675119,2.8
289318,7.1
1039619,36.9
1012021,5.2
46110,28.0
654350,23.5
535423,39.1
314008,30.5
137715,28.3
702801,40.3
79844,25.0
853283,21.1
874033,24.4
256320,15.8
390979,37.2
127827,5.1
159825,26.8
192860,4.5
761804,3.4
348476,58.3
175268,2.5
200626,2.9
284758,16.6
373818,7.0
776644,17.0
839800,16.7
996502,29.5
939116,12.8
828014,34.5
834622,24.1
1027757,11.3
740641,24.0
209636,24.8
935283,10.6
190812,16.1
867078,11.3
814203,38.3
36948,5.3
438967,2.0
1045925,16.4
687334,11.7
969602,3.4
794503,12.0
383831,9.4
303028,13.4
957977,8.1
659533,19.5
521421,22.7
499819,25.1
589907,9.8
753437,26.8
384472,28.6
817555,12.0
711986,17.8
827245,42.9
860780,13.3
69931,7.0
396676,16.7
1015262,45.7
90091,19.0
1013114,6.8
653241,28.3
1039844,5.9
331866,24.3
11790,12.9
250908,17.6
530245,24.0
785444,9.8
846615,40.1
656534,5.5
225863,11.8
5679,43.6
778077,11.0
777661,10.0
780591,11.0
880101,45.1
765281,39.0
447896,10.5
201581,20.0
613772,30.5
478637,4.6
1006085,11.9
20745,12.4
735512,3.2
885769,20.4
9837,5.7
251068,11.7
895919,41.4
597256,30.5
