,aqi_no2
382501,safe
255369,safe
411107,safe
228838,safe
278926,safe
199795,safe
124256,safe
926020,safe
197641,safe
118316,safe
595050,safe
689500,safe
461015,safe
445024,safe
958202,safe
701162,safe
781515,safe
865037,safe
890080,safe
675423,safe
173294,safe
686653,safe
330158,safe
729606,safe
159758,safe
541478,safe
1046064,safe
53743,safe
1019976,safe
717610,safe
730017,safe
667975,safe
498487,safe
269626,safe
960764,safe
151425,safe
630139,safe
358201,safe
717328,safe
305373,safe
658874,safe
412980,safe
125452,safe
992872,safe
107326,safe
433233,safe
274884,safe
1027575,safe
973144,safe
933615,safe
845692,safe
700928,safe
608179,safe
768419,safe
923859,safe
223661,safe
804522,safe
452736,safe
753320,safe
1046869,safe
180829,safe
41502,safe
444865,safe
675873,safe
132827,safe
728800,safe
1002964,safe
387324,safe
163873,safe
404222,safe
298563,safe
625541,safe
764922,safe
896574,safe
48844,safe
936028,safe
212668,safe
943322,safe
452858,safe
638474,safe
766097,safe
592600,safe
389743,safe
811901,safe
5508,safe
808356,safe
856568,safe
530716,safe
433780,safe
735361,safe
800603,safe
350162,unhealthy for sensitive groups
120874,safe
402452,safe
794541,safe
959684,safe
481140,safe
109430,safe
470477,safe
237269,safe
670335,safe
937811,safe
575328,safe
351181,safe
388792,safe
905820,safe
177609,safe
936244,safe
101254,safe
24129,safe
41642,safe
817240,safe
641214,safe
357162,safe
101598,safe
27999,safe
251185,safe
170338,safe
734693,safe
18891,safe
36813,safe
594665,safe
745253,safe
128070,safe
901163,safe
197551,safe
147776,safe
957172,safe
649319,safe
419318,safe
697520,safe
763908,safe
768104,safe
199804,safe
140373,safe
1020959,safe
511328,safe
691787,safe
763108,safe
892857,safe
153349,safe
117387,safe
751615,safe
619277,safe
23337,safe
729813,safe
62856,safe
654022,safe
690246,safe
769733,safe
388163,safe
772846,safe
414421,safe
347034,safe
402075,safe
182901,safe
961610,safe
259911,safe
816005,safe
1045686,safe
11718,safe
768007,safe
528309,safe
211260,safe
137371,safe
1040555,safe
173776,safe
299717,safe
490654,safe
67155,safe
348431,safe
585212,safe
5067,safe
404046,safe
912167,safe
1003687,safe
329930,safe
30150,safe
468212,safe
126756,safe
51156,safe
334442,safe
760321,safe
1042740,safe
934522,safe
260586,safe
1035580,safe
816106,safe
967552,safe
394738,safe
947462,safe
991763,safe
827056,safe
724880,safe
391559,safe
657605,safe
827434,safe
30564,safe
392133,safe
626125,safe
958371,safe
353232,safe
148845,safe
740462,safe
684875,safe
441561,safe
760125,safe
232984,safe
231064,safe
178413,safe
867053,safe
935062,safe
257579,safe
411275,safe
424388,safe
587228,safe
469805,safe
876825,safe
790049,safe
639426,safe
48365,safe
909277,safe
67860,safe
193751,safe
28692,safe
17586,safe
341967,safe
796044,safe
887979,safe
697814,safe
814527,safe
454514,safe
67168,safe
1003081,safe
707809,safe
562570,safe
150536,safe
837298,safe
798191,safe
609922,safe
135308,safe
910571,safe
118042,safe
82905,safe
938036,safe
724015,safe
316025,safe
1015658,safe
231400,safe
613725,safe
650848,safe
352057,safe
610486,safe
923951,safe
63356,safe
1022309,safe
990876,safe
359388,safe
660140,safe
555725,safe
277035,safe
626344,safe
890496,safe
208729,safe
103652,safe
492752,safe
227951,safe
60327,safe
22023,safe
306348,safe
615853,safe
427910,safe
577436,safe
731936,safe
493962,safe
954843,safe
911377,safe
856782,safe
341259,safe
811330,safe
576663,safe
259572,safe
537443,safe
318562,safe
507458,safe
463360,safe
377347,safe
936845,safe
591075,safe
953045,safe
958265,safe
924934,safe
318517,safe
926238,safe
878337,safe
935893,safe
138555,safe
168558,safe
784247,safe
972982,safe
630396,safe
356322,safe
984172,safe
693458,safe
431543,safe
458151,safe
652003,safe
775795,safe
90439,safe
48616,safe
761143,safe
351,safe
856723,safe
340345,safe
447141,safe
736160,safe
897163,safe
951884,safe
985074,safe
763604,safe
1022064,safe
751885,safe
932693,safe
963952,safe
2817,safe
795288,safe
1029395,safe
20970,safe
116625,safe
589420,safe
453376,safe
759153,safe
855333,safe
657063,safe
499377,safe
802043,safe
559088,safe
227423,safe
374520,safe
324766,safe
438050,safe
762074,safe
144548,safe
726900,safe
955717,safe
314888,safe
999513,safe
593502,safe
624895,safe
269764,safe
1045452,safe
261839,safe
2799,safe
600417,safe
294630,safe
296470,safe
620257,safe
472462,safe
94589,safe
546592,safe
632209,safe
219181,safe
969971,safe
913230,safe
265476,safe
479990,safe
24588,safe
924930,safe
611016,safe
1033808,safe
748507,safe
698155,safe
814291,safe
469888,safe
17073,safe
370135,safe
227162,safe
764127,safe
428181,safe
889954,safe
94130,safe
4797,safe
1037243,safe
168005,safe
284264,safe
398375,safe
470932,safe
640600,safe
91710,safe
1038006,safe
746929,safe
811107,safe
453983,safe
944406,safe
778329,safe
89235,safe
248918,safe
218611,safe
99438,safe
438030,safe
493949,safe
87622,safe
399057,safe
953079,safe
453102,safe
491050,safe
357795,safe
951758,safe
69419,safe
760490,safe
519827,safe
1030764,safe
916752,safe
784465,safe
456284,safe
763628,safe
565266,safe
153194,safe
1009941,safe
728786,safe
808633,safe
597076,safe
561436,safe
20214,safe
566427,safe
93594,safe
144060,safe
24066,safe
826644,unhealthy for sensitive groups
798002,safe
551138,safe
759411,safe
444078,safe
815636,safe
396508,safe
876947,safe
1018709,safe
626460,safe
447318,safe
417285,safe
429601,safe
354072,safe
860818,safe
402611,safe
369926,safe
690381,safe
287022,safe
1040242,safe
412116,safe
767629,safe
133385,safe
285140,safe
749665,safe
952147,safe
820861,safe
447192,safe
612086,safe
444195,safe
849393,safe
923456,safe
748188,safe
914276,safe
607270,safe
1000426,safe
976932,safe
81893,safe
422569,safe
400720,safe
712662,safe
791779,safe
188800,safe
99560,safe
773926,safe
391456,safe
22284,safe
403619,safe
416138,safe
929079,safe
866356,safe
16731,safe
387243,safe
220725,safe
664837,safe
997257,safe
21645,safe
625170,safe
726608,safe
1002505,safe
969683,safe
128904,safe
1016479,safe
655566,safe
591928,safe
287973,safe
866646,safe
879912,safe
438856,safe
39169,safe
491475,safe
220138,safe
344846,safe
854993,safe
864327,safe
13995,safe
391383,safe
223781,safe
108190,safe
363434,safe
949836,safe
702642,safe
573533,safe
92644,safe
925705,safe
679899,safe
1041246,safe
26829,safe
488126,safe
624899,safe
568228,safe
724351,safe
7182,safe
241854,safe
507122,safe
588079,safe
530241,safe
243561,safe
32472,safe
662300,safe
172094,safe
554494,safe
733556,safe
103148,safe
27837,safe
504609,safe
64602,safe
244419,safe
435244,safe
803152,safe
154883,safe
818799,safe
401172,safe
804925,safe
133606,safe
204474,safe
21681,safe
691274,safe
93681,safe
251584,safe
594613,safe
739931,safe
729377,safe
1027045,safe
266849,safe
496478,safe
365807,safe
140491,safe
394952,safe
390928,safe
12123,safe
513162,safe
104879,unhealthy for sensitive groups
574499,safe
610237,safe
896322,safe
913545,safe
322142,safe
432267,safe
146601,safe
393517,safe
408499,safe
760256,safe
74771,safe
26271,safe
536399,safe
968175,safe
843726,safe
149233,safe
363024,safe
645901,safe
649818,safe
380694,safe
548607,safe
797145,safe
165759,safe
900486,safe
716462,safe
835946,safe
986962,safe
230540,safe
413722,safe
27612,safe
229893,safe
408044,safe
884579,safe
660174,safe
832175,safe
865793,safe
3510,safe
1038442,safe
42117,safe
365607,safe
307257,safe
122953,safe
874251,safe
464114,safe
178066,safe
200135,safe
963063,safe
368785,safe
674829,safe
877136,safe
759436,safe
287501,safe
775888,safe
977659,safe
958829,safe
497163,safe
482824,safe
977974,safe
962876,safe
158629,safe
665005,safe
37075,safe
669217,safe
334408,safe
608188,safe
919525,safe
451822,safe
10629,safe
519625,safe
676917,safe
451143,safe
1611,safe
226723,safe
284079,safe
648210,safe
846981,safe
322088,safe
638126,safe
38431,safe
201552,safe
5121,safe
559667,safe
756904,safe
504932,safe
879878,safe
689307,safe
979984,safe
77559,safe
786503,safe
673841,safe
949629,safe
106862,safe
252053,safe
390576,safe
417343,safe
21429,safe
834963,safe
39307,safe
257980,safe
283178,safe
807949,safe
658063,safe
155114,safe
176161,safe
26091,safe
586843,safe
1033664,safe
880902,safe
843163,safe
377800,safe
202574,safe
34551,safe
599655,safe
25407,safe
822352,safe
558262,safe
36876,safe
536033,safe
397993,safe
288501,safe
294920,safe
654358,safe
814048,safe
58403,safe
931642,safe
785977,safe
921280,safe
2313,safe
322670,safe
155067,safe
138898,safe
154188,safe
624635,safe
819449,safe
1036910,safe
577962,safe
432196,safe
625849,safe
6831,safe
962872,safe
56073,safe
18927,safe
504322,safe
346682,safe
905064,safe
480850,safe
392813,safe
72663,safe
625701,safe
131419,safe
187482,safe
998680,safe
1044462,safe
157466,safe
1014129,safe
809229,safe
155428,safe
183594,safe
581082,safe
34335,safe
983783,safe
776111,safe
269506,safe
993092,safe
999488,safe
821012,safe
515855,safe
653531,safe
81876,safe
167619,safe
77391,safe
35478,safe
128891,safe
965853,safe
313153,safe
635800,safe
289314,safe
562948,safe
648295,safe
910373,safe
618780,safe
659432,safe
841622,safe
1013960,safe
157094,safe
11484,safe
66342,safe
922284,safe
1018612,safe
6183,safe
565295,safe
789099,safe
291978,safe
507528,safe
295610,safe
835467,safe
764535,safe
1039954,safe
579461,safe
79530,safe
90615,safe
14337,safe
256652,safe
357829,safe
509296,safe
690430,safe
409954,safe
204024,safe
424896,safe
801539,safe
287198,safe
192248,safe
197560,safe
141993,safe
894117,safe
516785,safe
93803,safe
895915,safe
254525,safe
468636,safe
258897,safe
934043,safe
539702,safe
650499,safe
965133,safe
57871,safe
311719,safe
849339,safe
829672,safe
963376,safe
746491,safe
731032,safe
243539,safe
889572,safe
761635,safe
34092,safe
348456,safe
445556,safe
797464,safe
435715,safe
640047,safe
851670,safe
420902,safe
22527,safe
933721,safe
451446,safe
277862,safe
64727,safe
29457,safe
456000,safe
829701,safe
127112,safe
677004,safe
799783,safe
173235,safe
22491,safe
243818,safe
448218,safe
947635,safe
370148,safe
817488,safe
305970,safe
640658,safe
1017487,safe
1002543,safe
525370,safe
906568,safe
800162,safe
150196,safe
503982,safe
867544,safe
211772,safe
740969,safe
87559,safe
772036,safe
442218,safe
519288,safe
774577,safe
184122,safe
864,safe
451623,safe
420022,safe
449376,safe
241175,safe
752221,safe
997329,safe
676982,safe
540952,safe
888353,safe
479871,safe
738310,safe
533538,safe
480803,safe
525471,safe
961018,safe
750111,safe
787754,safe
305807,safe
993781,safe
940034,safe
1029746,safe
769645,safe
553019,safe
467423,safe
977720,safe
527341,safe
113131,safe
708154,safe
584250,safe
402271,safe
483320,safe
632945,safe
775295,safe
122647,safe
168172,safe
480686,safe
365121,safe
559586,safe
99699,safe
323857,safe
1003975,safe
414468,safe
922250,safe
1038980,safe
899264,safe
905278,safe
735410,safe
763828,safe
667685,safe
366302,safe
762692,safe
974486,safe
396660,safe
470867,safe
342987,safe
16218,safe
890114,safe
825695,safe
965752,safe
677871,safe
680154,safe
872533,safe
766340,safe
533412,safe
612132,safe
202117,safe
1040310,safe
432213,safe
865512,safe
576117,safe
1041644,safe
955598,safe
886017,safe
986890,safe
965277,safe
971665,safe
433072,safe
9504,safe
735848,safe
673077,safe
134114,safe
795045,safe
174966,safe
681628,safe
13185,safe
740478,safe
610183,safe
446079,safe
1035623,safe
236279,safe
796107,safe
273082,safe
301875,safe
702306,safe
5409,safe
214717,safe
321736,safe
328827,safe
410956,safe
389848,safe
53310,safe
217066,safe
29214,safe
927810,safe
114278,safe
1010178,safe
757791,safe
85499,safe
718276,safe
263543,safe
418389,safe
1044688,safe
645464,safe
217448,safe
446585,safe
908240,safe
566651,safe
803640,safe
222532,safe
623757,safe
926877,safe
74071,safe
3195,safe
69354,safe
586236,safe
786721,safe
306335,safe
539231,safe
145076,safe
161707,safe
399229,safe
698204,safe
944330,safe
764437,safe
113520,safe
1045948,safe
900658,safe
731229,safe
701994,safe
894911,safe
800632,safe
230277,safe
474491,safe
380444,safe
13203,safe
348069,safe
362826,safe
355517,safe
24093,safe
750292,safe
1040411,safe
972266,safe
662313,safe
455482,safe
217301,safe
737025,safe
501247,safe
599761,safe
100485,safe
760032,safe
570865,safe
356114,safe
258755,safe
456017,safe
407860,safe
4311,safe
189390,safe
312857,safe
656277,safe
602687,safe
798342,safe
462888,safe
694287,safe
112103,safe
223941,safe
444494,safe
1013625,safe
447150,safe
695009,safe
85357,safe
297167,safe
136386,safe
905791,safe
24282,safe
94462,safe
169052,safe
665173,safe
44583,safe
439546,safe
784285,safe
580280,safe
570026,safe
438156,safe
780053,safe
473286,safe
191585,safe
515376,safe
609451,safe
654735,safe
974202,safe
633043,safe
103874,safe
363369,safe
591642,safe
170443,safe
98500,safe
559716,safe
392674,safe
706640,safe
35910,safe
394172,safe
529125,safe
549224,safe
278058,safe
544785,safe
268904,safe
854077,safe
650761,safe
29223,safe
116760,safe
537575,safe
450236,safe
891576,safe
493100,safe
781103,safe
913133,safe
889421,safe
529085,safe
885391,safe
155239,safe
616599,safe
142762,safe
173613,safe
100590,safe
840418,safe
969861,safe
153701,safe
990939,safe
54144,safe
796859,safe
33561,safe
36603,safe
291823,safe
532228,safe
15138,safe
653109,safe
759229,safe
947034,safe
277723,safe
280663,safe
139177,safe
645245,safe
982588,safe
142062,safe
645599,safe
296474,safe
27054,safe
921566,safe
750779,safe
661330,safe
530581,safe
551163,safe
265132,safe
932049,safe
811456,safe
387406,safe
680636,safe
931566,safe
33183,safe
643407,safe
181353,safe
98320,safe
964134,safe
615291,safe
528264,safe
943745,safe
1006623,safe
625436,safe
626882,safe
276510,safe
581568,safe
555053,safe
301980,safe
739410,safe
608726,safe
58579,safe
626043,safe
373147,safe
545941,safe
157831,safe
573106,safe
302508,safe
4635,safe
124976,safe
904812,safe
257305,safe
22869,safe
584431,safe
759210,safe
114211,safe
745504,safe
248836,safe
898285,safe
992174,safe
675815,safe
882894,safe
456181,safe
647654,safe
1008262,safe
939645,safe
937964,safe
909840,safe
1026290,safe
489199,safe
760756,safe
543151,safe
1014428,safe
607573,safe
1029433,safe
105810,safe
